OwnerUserId,Post_body
"9007","Are Lyapovov exponents related to statistical precision?,Are non-square latin hypercubes viable?,Are there any good popular science book about statistics or machine learning?,Can a feed-forward network with n units per layer perform worse than a network with &lt;n units?,Clustering on structural variables?,Continuous Kolmogorov-Smirnov test?,Do low-discrepancy sequences work in discrete spaces?,Efficient data flow for R?,Halton sequence vs Sobol' sequence?,How best to communicate uncertainty?,How do Bayesians compare distributions?,How does dimensionality of network topology affect self organising maps?,How does the expected value relate to mean, median, etc. in a non-normal distribution?,How is the standard definition of independence applied to time-series?,How much do self organising maps suffer from local minima problems?,How to calculate with tiny probabilities and large samples?,How to determine appropriate lagged features for learning systems with states?,How to keep exploratory analyses of large datasets in check?,Increase the sample size of a Latin Hypercube study?,Independence of a single sample?,Is it possible to compare the parsimony of models with the same number of parameters and explanatory variables?,Is Monte Carlo uncertainty estimation equivalent to analytical error propagation?,Is Perkins et al.'s ""skill score"" an application of Bayes' theorem?,Is the absolute value of distance covariance a metric?,Is the significance of difference in slopes equivalent to the significance of the slope of the difference of two series?,Is there an intuitive interpretation of mutual information values (bits, nits)?,Methods of measuring strength of arbitrary non-linear relationships between two variables?,Mutual info via binning gives non-zero results for independent variables,Negative weights in a moving average?,Normalising higher moments of features for machine learning?,Pitfalls in experimental design: Avoiding dead experiments,Pitfalls in time series analysis,ProjectTemplate equivalent for Python?,Removing extraneous points near the centre of a QQ-plot,Self study vs a taught education?,Similarity of two discrete fourier tranforms?,Statistical significance in time series and sub-series,Tuning an exponential moving average to a moving window mean?,Visually summarising a mess of directed line segments,Visually summarising multiple diverse metric results,What does correlation mean in error propagation?,What factors make for a great stats book?,What fields use modelling for analysis of a single time-series?,What PDF should be fit to a rank histogram?,What problems should I watch out for when combining multiple time series?,What statistics are preserved under aggregation?,What's the Bayesian equivalent of a general goodness of fit test?,When is distance covariance less appropriate than linear covariance?,When is r$^2$ not equal to $R^2$?,Why are drug trials designed with discrete treatment values?"
"20995","How to generate a non-normal correlated bivariate distribution,Nate Silver's Election Prediction Model,Neg Binomial and the Jeffreys' Prior,Program Impulse Response Functions for VAR,State space model with regression effects,Understanding $O_p$"
"34975","Ridge Regression in R where coefficients are penalized toward numbers other than zero"
"40926","R detect increasing/decreasing trend of time series,R time-series forecasting with neural network, auto.arima and ets,Time series forecasting using R"
"42008","Which distribution fits data better?"
"26946","Understanding dummy (manual or automated) variable creation in GLM"
"46877","Find parameters $\alpha$ and $\beta$ of a beta distribution, if I have one quantile and the mean"
"133535","Can I trust the result of AIC to test distribution,What is the best way to handle two peak data?,What is the meaning of 'Sample size ratio' and 'structural assumption' in machine learning?"
"16432","Contrasts in repeated mesures ANOVA in R,Refugee from SPSS having issues with fit.contrast in R"
"7776","Custom error function for randomForest R package ,How to assign ranks given the distribution above mean?"
"7278","Cluster analysis in R produces reversals on dendrogram,Goodness-of-fit for linear, mixed effects models"
"13770","How to calculate error matrices, K hat and var(K hat)?,How to perform unsupervised Random Forest classification using R?"
"88769","How to compare results of factor analysis done on two groups?"
"637","Why do these power functions for difference in proportions give different answers?"
"107853","DCC model implementation in ""rmgarch"" package"
"1327","Does the Tukey HSD test correct for multiple comparisons?,Factor dependent correlation,Reorder categorical data in ggplot2,What is a good statistical test for independent replicates?,What is the best statistical test for a time series?"
"12147","(Boosted) regression trees versus model trees - rule of thumb what to use when,A model for technical measurement data with many zeros - pros and cons of Tweedie,Additive bias in xgboost (and its correction?),Application of likelihood ratio test to test the Markov property,Bagging of xgboost,Calibrating Generalized Hyperbolic distribution in R - which parameters are valid and allow for a numerical calculation of absolute moments,Censored regression in R,Choosing the hyperparameters using T-SNE for classification,Classification/Regression Tree with nonngeative response,Conditional model using function tslm in R package forecast,Conditional probability sub-model so solve setting with a factor that has many levels,Confidence intervals for Tobit model in package AER in R,Constructing features from k-means,Daylight saving time in time series modelling (e.g. load data),Definition of complexity of a tree in xgboost,Defintion of the terms ""node weight"" and ""case weight"",Determine confidence in a CART model with factor (2 levels) response variable (using rpart),Discussion about overfit in xgboost,Do I have a situation of overfitting in xgboost on this data? How can I reduce it?,Do we have to model spurious auto-correlation in time series?,Empirical distribution function of overlapping time series data,Ensemble classifier methods: should we use the class probabilties or the classification itself in stacking models?,Forecast with STL and regressors (using R package forecast),Formula for one-sided Hodrick-Prescott filter,Formulation of a nearly linear model,Generalized linear model with lasso regularization for continuous non-negative response,How can I measure noise-reduction after applying an autoencoder?,How does Cornish-Fisher VaR (aka modified VaR) scale with time?,How to apply feature engineering for classification efficiently using polynomials,How to interpret the dendrogram of a hierarchical cluster analysis,How would Y-aware PCA for binaries look?,Inference of the parameters of a linear congruential generator,Isn't stacking models a direct approach to overfitting?,Load forecast model with temperature data,Modelling auto-correlated binary time series,Predictions from betting quotes adjusted for money-flows,Predictive classification when only ranks are observable,Preprocessing data distinguishing extremely clustered numerical from discrete/categorical data,Reference for xgboost,Request for reference of cheat-sheet of paper concerning preprocessing and learning algorithms,Shrinkage Estimator for Newey-West Covariance Matrix,State Space formulation of Hodrick-Prescott ﬁlter,Statistical Model from distributions,Time series model of intraday data on weekdays and weekends,Unevenly sampled data and the Lomb-Scargle method,Using regression splines for values outside of the calibration range,Weighted censored regression,xgboost - what is the difference between the tree booster and the linear booster?"
"28377","Content-control (web filtering) using machine learning,Denormalize value after prediction,How to test a program that uses machine learning,Normalizing variables '0_1' looks better than z-scores in R,R neuralnet - compute give a constant answer,Support Vector Machine(SVM) and log transformation,Trouble with kernel in kernlab R package"
"53020","Are the residuals of quasipoisson regression in logged scale?,develop minimum adequate model with correlated predictors,How to interpret the regression slope of standardised variables,interpretation of slope estimate of Poisson regression,Multicollnearity in backward selection approach,R correlation between residuals of two predictors,R specify autocorrelation at lag(1) in a poisson regression,transform variables then check for collinearity or other way round?,units of residuals of a polynomial regression,Unstandardize the slope of standardised variables in a linear regression,using biomod2 package with continuous response variables,variable importance in boosted regression tree,Working with residuals of regression"
"81152","Forecasting with no seasonality"
"40279","Analyzing questionnaire data with control group,Interpreting dispersion of glm.nb,Interpreting regression with transformed variables,What is the theory behind using eigenvectors for spatial filtering"
"99887","Compare different families of generalized models,Predict results of Elections,Time series analysis (ACF, PACF),Time Series: Normality"
"13378","Exponentiated logistic regression coefficient different than odds ratio,Fewer variables have higher R-squared value in logistic regression,Implementation and Interpretation of Fixed versus Random Effects,Interact categorical variables in GLM in R,Interpret statistically significant betas with poorly performing models,Interpretation of simple predictions to odds ratios in logistic regression,Modeling outliers of normal distribution,Percent correctly predicted of logit model,Statistical Approach to restricting predictions between 0 and 1,Survey Weighted Random Effects Logit Model in R,Survey Weighted Regression Without FPC in R,Test effect of variable across sub-groups logistic regression"
"29608","Priors and Loss in R"
"26903","Singularity issues in multinomial logit model with differing choice sets"
"31231","Floor effects in Bayesian estimate, can I reparameterize?,How can I estimate the precision of a normal using a Gibbs sampler?,How can I get the prior of a random variable that's a function of a random variable in Bayesian data analysis?,How do I correctly produce a prior/posterior plot from MCMC chains in Bayesian hierarchical models?,R modeest package: Which method of mode estimation?,Self study problem: Predicting performance using multivariate linear regression,What type of multivariate linear regression is this?,WinBUGS/OpenBUGS Gamma distribution parameters"
"41510","Cost Benefit Analysis of Pre-screening Widgets for Faults before they Fail,Optimizing False Negative Rate after Logistic Regression"
"21493","bootstrapping for a parameter estimation,Confidence interval in EVT,Does a scaling and shift of first two moments change higher moments too?,Fisher information matrix for comparing two treatments,How can be profile plots in EVT interpreted and what is the theoretical nature of it?,Hypothesis testing for parameter of uniform distribution,MLE of the mean of uniforms,notation for point estimation in ""All of Statistics"" by Larry Wasserman,Two definitions of p-value: how to prove their equivalence?,uniform histograms in copula approach,what is the return value of predict in the fGarch package"
"16083","Compare distributions (with replicates) and visualization"
"46920","Using R to determine whether log-logistic distribution is appropriate for survival model"
"26362","Coming up with sampling suggestions for a 12 hour video based on 1 hour already captured,Incongruity between t.test result and sample size estimation?,Moderated Mediation with categorical moderator,Using time to event data to predict future time to event data"
"136283","Heteroskedasticity in regression with ARIMA errors"
"13186","R obtaining a VAR forecast when some variable outcomes are already known,R: fractionally cointegrated vector autoregressive model with error correction: statistically significant higher returns than cointegration,R: vector autoregression with penalty for non-cointegrated factors"
"84023","Is it appropriate to use feedback centrality measures with directed networks?,predicted vs expected values using lmer in R,Using lrm contrast rms package"
"428","Using [R] to connect to a Web Service"
"41550","How to interpret regression estimates"
"48048","Using lm for 2-sample proportion test"
"10484","Robust estimation of a geometric random variable,Robust estimation of Poisson distribution"
"11148","Can one manipulate data to demonstrate the power of the analysis?,Does a median-unbiased estimator minimize mean absolute deviance?,Quantile regression standard error and the OLS standard error,Replicating tables in van den Brink, P.J. &amp; ter Braak, C.J.F. (1999) with vegan's prc,When to use sample median as an estimator for the median of a lognormal distribution?,Why sparse QR decomposition yield different results from dense QR decomposition in R?"
"24547","Recreate logistic regression equation from table of odds data"
"27464","Analysis of the Residuals vs Fitted,Classification model to predict continuous classes,Cross-validation and feature selection of a multivariate regression,Error trying to reduce my data dimentions,Getting a zero p-value with Wilcoxon test in Matlab,How to scale new observations for making predictions when the model was fitted with scaled data?,Number of samples vs Number of features,Sample size for segmentation validation,What is a Classifier?,Why do I get more than 25 symbols in plot in 25-fold cross-validation"
"45108","Formula for computing the Pearson $\chi^2$, comparison with R"
"77740","Comparing datasets from 2 biological replicates"
"76412","How much missing data is too much? Multiple Imputation (MICE) &amp; R"
"40863","Claim the superiority of a treatment in the context of a significant difference with a two-sided test,Interpreting pvalue in the light of known power,Why does one report statistical power only when results are non significant?"
"1138","Can you recommend an online survey platform for 5k+ participants?,Chi square for logical vectors: 2 row contingency table or 1 row vector?,Finding the column index by its name in R,In R, fisher.test returns different results if I use vectors vs contingency table,Proper contingency table analysis for old diabetes study"
"6757","How to detect outliers in randomForest regression models?"
"49422","Difference between prediction in R and SQL,Do confidence levels' ranges have a high correlation with prediction error,How to calculate logistic regression prediction based on Gaussian distribution,How to do linear regression prediction for each level of a category variable and apply it on a new data frame,How to do the right sampling for a classification model,How to overcome prediction results that are overestimated,In linear regression the prediction error range is increasing while the the mean of the error is decreasing,smart sampling techniques in r,speedglm gives error while adding a variable to the model,What algorithm be best to use for recommendation system based on string features"
"60119","can I use PCA and PAF on Kendall's and Spearman's correlation matrix?,Can we decomp a J x J x K array of correlation matrices with Tucker and/or Candecomp/Parafac?,Does the order of rotations matter in rotating PCA loadings (by-hand)?,How do random data eigenvalues change, as random variables are added?,How to organise an iterative manual rotation of n component pairs?,How to reduce the dimensionality of a similarity matrix (of categorical co-occurence counts)?,Off-diagonal elements of a correlation matrix after removing the first principal component,Q-Methodology: which correlation coefficient to use: Pearson vs Spearman vs Kendall,Rotation as conceptualization: what would be an intuitive illustration of varimax vs quartimax?,Should I reorder principal components after rotation?,Standardizing sample factor scores: population or standard deviation,Visualizing PCA in R: data points, eigenvectors, projections, confidence ellipse,What happens when I ""flag"" (set to 0) small loadings to compute factor / component scores?,What is the distribution of sample correlation coefficients between two uncorrelated normal variables?"
"77763","Fitted Confidence Intervals Forecast Function R,Forecast Function for Historical Data (Fitted Values)"
"22409","How can cost decrease by more than 100 percentage points?,How to estimate Markov chain transition probabilities with partially observed data?,If $cor(X,\epsilon) \approx 0$ in linear regression, can we conclude $X$ is exogenous?,Linear regression with upper and/or lower limits in R?,What does the ""1"" in the R formula ""y ~ 1"" mean?"
"109731","Hartigan's dip test significant for bimodality with clearly unimodal data"
"111059","Cluster definition in vcovHC"
"121756","varying classification threshold to produce ROC curves."
"17600","How do you decide what your train, validation and test percentages are?,RandomForest factor with too many levels,What is the auto-covarriance of a stationary AR1 process?"
"40076","Interpreting random slopes equal to 0 using lmer in R,Syntax for crossed random effects with random slopes nlme,When to use zero-inflated poisson regression and negative binomial distribution"
"43734","Difference between first one-step ahead forecast and first forecast from fitted model,Finding a statistically different proportion"
"18164","Alternating AUC curve. What does it mean?,How the 'NA' values are treated in glm in R,How to call glm when response variable is categorical in R?,How to check if my regression model is good,How to deal with data having huge disparity in number in each class,How to draw ROC curve with three response variable?,How to include interaction terms in R/tree model?,How to see how good is my model?,Missing values in GLM,Model for continuous response and a mix of continuous and categorical predictors,What percentage of values (compared to response) must be present in a variable to qualify as a predictor,Which glm algorithm to use when predictors are numerical as well as categorical?,Which regression tree to use for large data?,Why `Density plot` peak value is higher than 1?,Why my MA plot shows a pattern/trend while the normalized expression values not?"
"18287","Example of time series prediction using neural networks in R,How to simulate random variables according to the law of a pregiven data sample"
"43093","Best method to fit a GEV distribution with generalised linear modelling of parameters?"
"43757","Monte Carlo integration help needed"
"42429","Choosing variable transformations in non-linear relationships,creating an indexed dummy variable as a predictor in OLS,Does clustering need scalar data?,handling trend in predictor and response variable,How to capture &amp; present lm model output from R,Improving a regression model based on diagnostics,Model with non-linear transformation,Number of Dimensions in a CHAID Decision Tree,R: visualizing kmodes clusters,Solving a regression equation,Specifying lag in `dlnm` when passing arguments to `crossbasis`"
"61616","Post Hoc test after lme"
"32273","Evaluating an integral,How to get the derivative of a normal distribution w.r.t its parameters?,How to run an iteration with optim in R?,Issues with derivative of a copula density,Weird Results in Newton Raphson,Why BiCopDeriv function in VineCopula package creates NaNs/Inf?"
"117388","Generate random variables with negative binomial distribution in R,Is it possible to use runif() to generate a vector of random variables with different probabilities?"
"42778","CDF and logistic regression"
"19784","'Forward Stagewise' option in LARS algorithm"
"31563","$Cov(\hat{\epsilon})$ in a linear regression model,AR(1) model - which prior to use?,Are a sum and a product of two covariance matrices also a covariance matrix?,Calculate the error variance in a linear regression model,Can Jags be used to fit classical inference state space models?,Covariance matrix of least squares estimator $\hat{\beta}$,Daily data, different dates,Derivation of the Bivariate normal distribution using change-of-variable technique,Does this GARCH specification take into account the variance?,Forecast bayesian GARCH model,Hausman test for Independence of Irrelevant Alternatives (IIA), negative value,How to specify a state space model with cycle in this case?,Meaning of a higher out-of-sample $R^2$ but also a higher MSPE,Models for fat tails,Monthly realized variance, different number of observations per month,MSPE formula - is the number of variables not important?,Multinomial logit coefficient interpretation confusion,Normal with mean unequal to zero squared,Pooled OLS vs Random Effects difference in coefficients,Prediction variance in R,Priors for Truncated Parameters - RJAGS,Prove expression for variance AR(1),Simultaneous Equation Model (SEM): is the following system identified?,Skewness - why is this distribution right skewed?,Standardized residuals vs fitted values: OLS assumptions satisfied?,State space models in dlm package - how to add a non time-varying constant?,Studentized residual distribution,Which curve is the best fit, in terms of having the same shape as the actuals series?,Why is an ARMA model a parsimonous approximation of an AR model?"
"52957","How to make IPF code faster and more concise in R"
"52416","comparing arima(1,0,0) model to lm produces very similar ar(1) coefficients and very different intercepts"
"86794","segmentation of univariate irregular time series,Trying to use historical data to make an event 'non-rare' in a logistic regression model,Which clustering or distance metric is appropriate?"
"6362","Why might UCINET and R return different results for a QAP Logistic Regression (on the same data)?"
"89934","Resources for Interrupted time series analysis in R,Time series analysis to quantify trend when seasonal amplitude is decreasing,Time series model with and without intervention effect"
"101341","Having trouble making a scatterplot out of my data in R studio."
"106250","How to generate a more accurate distribution of sample of random variates?"
"110495","Predicting point forecast using Random walk model coefficients"
"4596","ARMA modeling in R,Orthogonal sampling, latin hypercubes and low discrepancy sequences"
"7049","Converting time to readable form in R,Finding x percentile in a graph "
"30066","subtract beta coefficients two models,Why might it be important to specify a family when using GEE if it doesn't make any assumption about the joint distribution?"
"16203","Computing confidence intervals for population variance from a sample in R"
"52001","modelling data that contains only ones and zeros,Over represented gender in linear modelling data"
"81467","Canonical example to understand Gibbs Sampling,Path to mathematical statistics: Ideal Textbook and approach for Self Study,Using Markov Chain Monte Carlo to compute the chances that a particular solitaire laid out with 52 cards would come out successfully,Using predict with PCR in R"
"113435","A bar graph and its look - should I add titles, where should values go etc"
"17972","Likelihood ratio test in R"
"39953","Classification with mislabeled data,Genetic algorithm with constraint in R,Libraries for Online learning,Multidimensional dynamic time warping,Multivariate Multiple Classification,Real World Challenge: Large difference between training and testing set accuracy"
"83482","what's wrong with my data?"
"53936","How to set custom contrasts with lmer in R"
"107873","How do I interpret a plot of variables created in FactoMineR?"
"1261","Building a classification rule for geographical mapping of cell phone number,Efficient calculation of matrix inverse in R,How do you calculate eigenvector/value of a non-square matrix in R?,How to determine if distribution in timeseries has shifted?"
"17036","TraMineR seqLLCS and seqdist reference sequence issue"
"11294","Factor analysis to group questions into blocks?,Help me plan/design a survey,How much do answers A,B,C link with the answer on question D?,How to calculate the 'loss' in information when decreasing sample size?,How to conduct a factor analysis on questionnaire data based on 30 items in three blocks?,Is it possible to extrapolate a percentage from given logistic regression coefficients?"
"44885","Tests of within subjects contrasts in R"
"35639","AB test - Is it okay to use a result with a low confidence level,AB testing vs testing the null hypothesis,Classifier or regression for binary system?,Non significant A/B test, what is the future expected value?,Predicting outcomes where there's no data in rpart"
"55951","Difference in rules via apriori() with target ""frequent itemsets"" and ruleInduction() and via apriori() with target ""rules"""
"77640","How to fit intensity peaks from a image?"
"110936","Fitting negative binomial distribution to large count data"
"112805","auto.arima Not Minimizing AIC,How is the first residual calculated in a fitted AR(1) model?,Is every ARIMA(1,1,0) model equivalent to an AR(2) model?"
"11440","Is there a Random Forest implementation that works well with very sparse data?"
"36910","Cluster Analysis in R,Predict binary outcome with R"
"27418","Cholesky update for removing row,FDR (multiple testing correction) with skewed p-value distribution,logistic regression with slack,Regression estimate of a non-negative variable,Sampling data to have specific mean and standard deviation,Sampling of beta in bayesian regression (variable selection),Simple scheme to sample from the Bernoulli distribution"
"132476","Pvalue between boxplot boxes,Tukey HSD pvalues in R"
"1307","An easy explanation for the parallel coordinates plot,Clustering genes in a time course experiment,Derivative of the modified Bessel function of third kind with respect to its order in R,How do I ""vectorize"" calls to dpois?,How to add variables sequentially in ordinal package in R,How to do weighted pair hierarchical clustering in R?,How to efficiently repeat a function on a data set in R?,How to get a weighted-estimate for mean difference?,How to visualize/summarize a matrix with number of rows $\gg$ number of columns?,Is there a quote like this from some statistician?,Is there a way to measure the information content (or difference) in two matrices?,Nonparametric Bayesian analysis in R,Reason for disagreement between glmnet results from Matlab and R,Subjective Bayesian's care for real world validation and classical statistician's worry about CI related paradoxes for a given data set?,What is the difference between Rf_dpois in Rmath.h and the dpois that I use directly in R?"
"2635","Advice on identifying curve shape using quantreg,Colinearity and scaling when using k-means,Creating groups with multi-dimensional data?,Logarithms and regression,Logical reasons for choosing regression through the origin,Predicting Y using X for the following data,R package for identifying relationships between variables,Understanding comparisons of clustering results,Using the stats package in R for kmeans clustering,What is the RMSE normalized by the mean observed value called?"
"5137","How to determine the statistical significance of a score from a general population?,How to get expectation (E-value) for a dataset?,How to test if my data is discrete or continuous?,How to test the statistical significance of AUC?,Infinite p-value when checking normality of distribution,Is there an anderson-darling goodness of fit test for two datasets?,Should we normalize the dataset before fitting the Gumbel distribution?,Testing normality,What distribution would lead to this highly peaked and skewed density plot?"
"38433","Difficulty with auto.arima function results"
"23783","Conditional expectation of a univariate Gaussian,Initial Probabilities of an HMM,Kernel SVM on sparse data,PCA on train and test datasets: should I run one PCA on train+test or two separate on train and on test?,Principal component analysis (PCA) on long-tailed data,Regression on means of log-transformed variables,Taking average of linear regression results,Test of Difference between 2 Sets of Pearson Correlations,WinBUGS: Multiple definitions of a node"
"80926","Are the mean of samples taken from Metropolis-Hastings MCMC normally distributed?,Card game: If I draw four cards randomly and you draw six, what is the probability that my highest card is higher than your highest?,Casino texas poker game: playing against dealer. Strategy,Distributions of eigenvalues of random matrices: what can they be used for in data mining?,Fisher's tea tasting, binomial exact test,Grouping labelled object, not unsupervised clustering: Any method? Hidden markov models?,Is there a way to automatically identify the best categorization of a continuous variable?,Minimum dimension of sufficient statistics,Prediction with a robust linear regression(MM-estimator) and a log-transformed response variable?,Spatial point process: Homogeneous vs inhomogeneous K-function,Spatstat package and Spatial point process: How to estimate the density when computing the inhomogeneous K-function?,Suppose every family makes babies until a boy is born: will this result in gender bias in the society?"
"83090","How does Stata calculate the ""predict varname, u"" after xtreg random-effect?,Package plm random effect residuals"
"1994","How to compute the steady state gain from the transfer function of a discrete time system?,Interpreting the drop1 output in R,Interpreting the step output in R"
"13896","Using plm to account for non-individual fixed-effects in R"
"14729","Confidence intervals for log normal responses,Problems with mixed model simulation,Random music note generation,Testing anova hypothesis with contrasts in R and SPSS"
"16057","Convergence of random variables,Limited Information Maximum Likelihood (LIML) estimation in R?,Unable to fit negative binomial regression in R (attempting to replicate published results)"
"35536","Python + R: How much R do I need to know to use random R libraries in python Using Rpy2"
"46110","Generating Random Variables with given correlations between pairs of them:"
"58599","10 % false positives from nonlinear mixed effect models : Why?,A walk through my datas,Best-fit plane through a set of lines?,Confidence interval of the mean response from nonlinear model,Different confidence intervals from direct calculation and R's confint function,independent replicate experiments yielding contrasting results,Is this sample drawn from the normal distribution ? using information from both mean and standard deviation,multivariate mean?,nonlinear regression two equivalent models on paper, but different estimated parameters,Objective interpretation of a parameter,Sampling 100000 times from normal distribution in R : strange distribution of samples' standard deviation,Scientifically reasonable or not ? exclusion of very, very uncertain values from statistical analysis,Squared uncertainties: what may it be used for?,Testing a hypothesis with one measurement,to keep or not to keep... block effect when not significant?,What is the correct model for this experiment design?"
"69419","How to predict categorical reponse?"
"99472","Cubic Fit to Underlying Linear Model,Standard Error for a Parameter in Ordinary Least Squares"
"25944","auto.arima does not recognize seasonal pattern,Distinction between linear and nonlinear model,Poor forecast results of a state space model,The way an MA(q) model works,Time series properties,Treatment of triple seasonal data,Understanding the SVAR model,Unit root tests: how to decide if to include a trend and/or a constant,Why use vector error correction model?"
"36223","Different t-value for the same data in R (nlme vs lme4 package),Effect size in R (check significance level for bigger sample),Intercepts (reference) in linear mixed effect model, what to choose?,lme4 formula to test levels under an independent variable"
"27026","Dunnett's test in R returning different values each time,Is binomial dispersion the same as binomial distribution?,Strange way of calculating chi-squared in Excel vs R,Two sided Fisher's exact test with uneven number of samples"
"49207","How to compute/run LDA with 3 classes,How to prune a decision tree properly in R"
"58699","Evaluating a binomial (success vs. failure) glm"
"81175","Are R-squared and F the same for variables in Multiple Regression in R,loop ordinal regression statistical analysis and save the data R"
"126914","SARIMAX mathematical equation"
"36","Compare R-squared from two different Random Forest models,Comparing likelihoods from non-nested models,Estimating R-squared and statistical significance from penalized regression model,How does quantile normalization work?,Manually calculated $R^2$ doesn't match up with randomForest() $R^2$ for testing new data,Problem with Bioconductor/limma on two-color factorial design: Coefficients not estimable,Resources for an R user who must learn SAS,Scatterplot with contour/heat overlay,Sliding threshold for hypergeometric test,Technical variation versus real signal,What's the difference between principal component analysis and multidimensional scaling?"
"5111","Derivation of a the log-likelihood for a regression model where the outcome is a mixture between Poisson and a point mass at zero,Filtering techniques and noise,GARMA models for counts,How do you interpret a changepoint graph?,How do you use the EM algorithm to calculate MLEs for a latent variable formulation of a zero inflated Poisson model?,How to intuitively understand formula for estimate of pooled variance when testing  differences between group  means?,If the most common leading digit is one, is Benford's Law satisfied?,Interpreting confidence intervals,Is the mean squared error used to assess relative superiority of one estimator over another?,Time intervals for modeling,Time series models for projected sales,What type of time series model would be good?,Within-class covariance matrix,Zero-inflated Poisson regression"
"24344","Feature Selection Packages in R, which do both regression and classification"
"40494","Goodness of fit for a Poisson random effect regression model,how to choose between Poisson and Poisson random effect model?,How to interpret the results from random coefficient Poisson data analysis,How to interpret the variance inflation factors?,How to interprete results from Poisson random coefficients analysis?,intepreting Negative coefficients of Poisson model,Interpreting AIC and deviance values,Interpreting box plots with one whisker,Interpreting Durbin-Watson results,Interpreting estimates of a Gamma distribution,interpreting scatter plots,Poisson fixed and random effect,Poisson regression output,Poisson regression versus Poisson random effect regression models,R codes for Tweedie compound Poisson gamma,Steps required to choose a suitable model for Poisson regression"
"49814","two-sample Kolmogorov-Smirnov test p-value in R confusion"
"52731","Prediction interval for a fitted log-normal distribution"
"91434","Detecting outliers along the distribution in a scatter plot,Problem using funnel plot to detect outliers,Quantile regression on non linear data,Resampling in R to see if percentage of pairwise sharing between lists is significant,want to calculate significance of pairwise sharing between lists. Standard hypergeometric test seems inappropriate"
"98596","Creating a transition matrix for markov chain,Inbound/Outbound calls integer programming,Lag variables for forecasting weekly from daily data,Time series or multinomial logistic regression?"
"134975","R: neuralnet package is very slow and the final results are not good"
"122904","Cross-sectional independence tests returning p-value NA"
"3096","Goodness of fit test for a mixture in R,Plot explicit cdf instead of ecdf in R"
"12250","Finding the correlation of every row and column between 2 matrices in R, then taking the max and min values"
"10043","Classification of multiple time series and case level attributes,Training a decision tree against unbalanced data,Using AdaBoost on multi-class in R on unbalanced data,Using Python for building machine learning application"
"53372","F test to compare regression coefficients across different groups, using R,Intraclass correlation standard error,Panel regression: what is the contribution of the fixed effects to the R-squared,Spatial partitioning of direct, indirect and total impacts"
"51878","Controlling for individual in nlme when most individuals only measured once,GLMM with 2 insignificant variables has lower AIC or BIC compared to same model without those variables...?,How to remove spatial autocorrelation in my ordinal regression data,Interpreting Random Effects for Poisson GLMM,Standardize non-normal predictors before performing binomial GLMM using mean and sd?,Why does SAS PROC GLIMMIX give me VERY different random slopes than glmer (lme4) for a binomial glmm"
"24865","Difference between calculated inclusion probability and what is returned by sampling function?,Parameter interpretation for discrete weibull regression,Understanding of GLM,Why are the coefficient estimates and standard errors for a multinomial logistic regression different for multinom versus vglm?"
"85838","Interpreting interaction effects in probit regression model,Interpreting Marginal Effects,Is it necessary to report standard errors with marginal effects?,Marginal Effects and Standard Errors in R for probit model,Same result for post-hoc test and probit regression,Simultaneous tests for general linear hypothesis question,Size of Regression Coefficients"
"107109","Decision Tree Interpretation (Classification using rpart)"
"1410","How to escape symbolic value in R"
"35370","Approaches to regression with zero inflated response,Calculate probability distribution for n of participants in common to two parties given their size,Controlling for autocorrelation in crosscorrelation,Cosine similarity between document of few tweets and document of thousands of tweets,Does failing a test for heteroscedasticity mean I need to reject the model?,From relational database to graph: file formatting and software,How to compare frequency distributions,How to correct for non-linearity of response in linear regression,How to label observations based on latent class analysis,How to sample a country,Interpretation of regression analysis with integer value as response and predictor,Is there any way the adjusted $R^2$ might decrease by adding predictors?,plm: Implication of irregularly lagged time series,Predictive model for heavy tailed distribution,Predictor subset of another predictor in linear regression model,Probability match of first and last name in group of n persons,Regression analysis to estimate affinity or antipathy among celebrity wedding parties,Variance-covariance matrix of logit with matrix computation,When correlation turns too high?,Zero-inflation on steroids: choose among Poisson, negative binomial and zero-inflated regressions"
"71752","Applying PCA to data that fail a normality test,Can Cox models be used with time-varying covariates?,Can proportional hazard regression predict the S(t) of subjects?,How is p-value performing as a measure of association?,How to run Chisq independence test using monte carlo method,Is there a R package or SAS proc for modeling rare events?,When there is only one dependent variable, is partial least squares regression the same as principal component regression?"
"56100","set slope to 1 in linear regression in r"
"61175","How must one handle ordinal independent variables when modeling interactions?,How should I model interactions between explanatory variables when one of them may have quadratic and cubic terms?,How should one select amongst competing mixed models in a model selection paradigm?,If a regression term doesn't do what it was intended to do, is it alright to remove it?,What do the parameters A, B, and C do in an equation of the form $Y = A + Be^{CX}$?,What is the most appropriate way to transform proportions when they are an independent variable?,What should your weights look like if your Y variable needs transforming?"
"20551","Can't understand this multiple R-squared value in R lm(),Feedforward Neural Net, can I make hidden neurons to learn independent features?,goodness of fit measure for quantile regression,linear mixed effect model, can I have fixed effect and random effect from a same source?,Linear model with AR hidden state,possible cause for in- and out-of-sample error go same direction when controlling regularization factor,R package for classification and outlier detection together,Seasonal adjustment, any major organisation uses STL?,Terminology: the effect when fitting with two correlated independent variables"
